4269766	Mask
4269771	NewValue
4269776	CurrentState
4272176	Size
4273168	lpTopLevelExceptionFilter
4273176	ExceptionInfo
4273206	uExitCode
4273217	hProcess
4267134	lpMultiByteStr
4267135	int
4267139	int
4267140	int
4267157	lpMultiByteStr
4267163	int
4267172	int
4267173	int
4270498	lpSystemTimeAsFileTime
4270559	lpPerformanceCount
4268386	lpMultiByteStr
4268387	int
4268389	int
4268390	int
4269715	lpTopLevelExceptionFilter
4272376	lpLibFileName
4272437	hModule
4272472	hModule
4272486	hModule
4272578	hLibModule
4272652	hLibModule
4272740	lpLibFileName
4267290	cchWideChar
4267292	lpWideCharStr
4267294	cbMultiByte
4267296	lpMultiByteStr
4267303	dwFlags
4267305	CodePage
4267325	cchWideChar
4267332	lpWideCharStr
4267333	cbMultiByte
4267335	lpMultiByteStr
4267336	dwFlags
4267338	CodePage
4267565	lpUsedDefaultChar
4267567	lpDefaultChar
4267569	cbMultiByte
4267571	lpMultiByteStr
4267573	cchWideChar
4267581	lpWideCharStr
4267582	dwFlags
4267584	CodePage
4267595	lpUsedDefaultChar
4267597	lpDefaultChar
4267599	cbMultiByte
4267606	lpMultiByteStr
4267607	cchWideChar
4267615	lpWideCharStr
4267616	dwFlags
4267618	CodePage
4267640	lpUsedDefaultChar
4267642	lpDefaultChar
4267644	cbMultiByte
4267646	lpMultiByteStr
4267648	cchWideChar
4267656	lpWideCharStr
4267657	dwFlags
4267659	CodePage
4267670	lpUsedDefaultChar
4267672	lpDefaultChar
4267674	cbMultiByte
4267681	lpMultiByteStr
4267682	cchWideChar
4267690	lpWideCharStr
4267691	dwFlags
4267693	CodePage
4271440	dwLength
4271445	lpBuffer
4271455	lpAddress
4271487	nSize
4271488	lpFilename
4271489	hModule
4271637	hModule
4271923	dwBytes
4271924	dwFlags
4271932	hHeap
4272065	lpMem
4272066	dwFlags
4272074	hHeap
4270107	Func
4268569	hModule
4268704	lpString
4268737	lpMultiByteStr
4268738	int
4268740	int
4268741	int
4268772	int
4268774	int
4268775	int
4268035	lpArguments
4268036	nNumberOfArguments
4268038	dwExceptionFlags
4268039	dwExceptionCode
4267009	lpArguments
4267010	nNumberOfArguments
4267012	dwExceptionFlags
4267013	dwExceptionCode
4266003	Comperand
4266008	Exchange
4266009	Destination
4266046	dwMilliseconds
4266234	Trap to Debugger
4266241	Value
4266243	Target
4266364	Code
