4270155	Func
4268617	hModule
4268752	lpString
4268785	lpMultiByteStr
4268786	int
4268788	int
4268789	int
4268820	int
4268822	int
4268823	int
4269814	Mask
4269819	NewValue
4269824	CurrentState
4264912	Size
4264938	Memory
4273216	lpTopLevelExceptionFilter
4273224	ExceptionInfo
4273254	uExitCode
4273265	hProcess
4270546	lpSystemTimeAsFileTime
4270607	lpPerformanceCount
4269763	lpTopLevelExceptionFilter
4267182	lpMultiByteStr
4267183	int
4267187	int
4267188	int
4267205	lpMultiByteStr
4267211	int
4267220	int
4267221	int
4268434	lpMultiByteStr
4268435	int
4268437	int
4268438	int
4272424	lpLibFileName
4272485	hModule
4272520	hModule
4272534	hModule
4272626	hLibModule
4272700	hLibModule
4272788	lpLibFileName
4267338	cchWideChar
4267340	lpWideCharStr
4267342	cbMultiByte
4267344	lpMultiByteStr
4267351	dwFlags
4267353	CodePage
4267373	cchWideChar
4267380	lpWideCharStr
4267381	cbMultiByte
4267383	lpMultiByteStr
4267384	dwFlags
4267386	CodePage
4267613	lpUsedDefaultChar
4267615	lpDefaultChar
4267617	cbMultiByte
4267619	lpMultiByteStr
4267621	cchWideChar
4267629	lpWideCharStr
4267630	dwFlags
4267632	CodePage
4267643	lpUsedDefaultChar
4267645	lpDefaultChar
4267647	cbMultiByte
4267654	lpMultiByteStr
4267655	cchWideChar
4267663	lpWideCharStr
4267664	dwFlags
4267666	CodePage
4267688	lpUsedDefaultChar
4267690	lpDefaultChar
4267692	cbMultiByte
4267694	lpMultiByteStr
4267696	cchWideChar
4267704	lpWideCharStr
4267705	dwFlags
4267707	CodePage
4267718	lpUsedDefaultChar
4267720	lpDefaultChar
4267722	cbMultiByte
4267729	lpMultiByteStr
4267730	cchWideChar
4267738	lpWideCharStr
4267739	dwFlags
4267741	CodePage
4268083	lpArguments
4268084	nNumberOfArguments
4268086	dwExceptionFlags
4268087	dwExceptionCode
4271488	dwLength
4271493	lpBuffer
4271503	lpAddress
4271535	nSize
4271536	lpFilename
4271537	hModule
4271685	hModule
4271971	dwBytes
4271972	dwFlags
4271980	hHeap
4272113	lpMem
4272114	dwFlags
4272122	hHeap
4266051	Comperand
4266056	Exchange
4266057	Destination
4266094	dwMilliseconds
4266282	Trap to Debugger
4266289	Value
4266291	Target
4266412	Code
4267057	lpArguments
4267058	nNumberOfArguments
4267060	dwExceptionFlags
4267061	dwExceptionCode
