1	4270080	2	5	2
2	4270080	4	5	2
3	4270080	1	3	0
4	4270080	3	4	2
5	4270080	1	2	1
6	4268544	6	7	1
7	4268544	7	11	0
8	4268544	8	9	1
9	4268544	9	11	0
10	4268544	11	12	2
11	4268544	6	12	0
12	4268544	8	11	0
13	4268544	7	8	1
14	4268544	9	10	1
15	4263941	13	14	2
16	4263951	15	16	2
17	4263966	17	19	2
18	4263966	21	18	2
19	4263966	19	21	0
20	4263966	22	23	1
21	4263966	23	24	2
22	4263966	18	22	2
23	4263966	22	24	0
24	4263966	19	20	1
25	4269968	30	31	1
26	4269968	28	29	1
27	4269968	26	31	0
28	4269968	30	28	0
29	4269968	26	27	1
30	4269968	27	28	2
31	4269968	28	30	0
32	4269968	29	30	2
33	4265024	32	34	0
34	4265024	32	33	1
35	4263991	38	36	2
36	4265536	39	41	0
37	4265536	40	41	2
38	4265536	39	40	1
39	4264016	44	46	0
40	4264016	45	51	2
41	4264016	42	43	2
42	4264016	43	44	1
43	4264016	49	50	2
44	4264016	47	50	2
45	4264016	50	51	2
46	4264016	46	47	1
47	4264016	44	45	1
48	4264016	43	46	0
49	4264016	48	50	0
50	4264016	46	48	0
51	4264016	48	49	1
52	4264041	52	53	2
53	4264056	54	55	2
54	4264061	56	57	2
55	4264066	60	61	2
56	4267152	63	65	0
57	4267152	64	65	2
58	4267152	62	63	1
59	4267152	63	64	1
60	4267152	62	66	0
61	4264081	18	22	2
62	4264081	22	24	0
63	4264081	22	23	1
64	4264081	23	24	2
65	4264086	67	68	2
66	4265632	69	70	1
67	4265632	71	73	0
68	4265632	71	72	1
69	4265632	72	73	2
70	4265632	69	71	0
71	4265632	70	71	2
72	4264101	75	76	2
73	4269632	85	86	2
74	4269632	83	84	1
75	4269632	78	85	0
76	4269632	78	79	1
77	4269632	79	85	0
78	4269632	80	81	1
79	4269632	81	82	1
80	4269632	83	85	0
81	4269632	84	86	2
82	4269632	79	80	1
83	4269632	82	84	0
84	4269632	81	84	0
85	4269632	80	84	0
86	4269632	82	83	1
87	4264126	87	58	2
88	4270784	88	90	0
89	4270784	94	95	2
90	4270784	92	93	1
91	4270784	93	95	2
92	4270784	88	89	1
93	4270784	90	92	0
94	4270784	92	94	0
95	4270784	91	95	2
96	4270784	89	95	2
97	4270784	90	91	1
98	4273008	22	24	0
99	4273008	22	23	1
100	4273008	23	24	2
101	4264131	97	99	2
102	4264131	99	104	0
103	4264131	101	102	1
104	4264131	102	105	2
105	4264131	96	97	2
106	4264131	104	105	2
107	4264131	99	100	1
108	4264131	98	99	2
109	4264131	103	98	2
110	4264131	100	103	0
111	4264131	101	103	0
112	4264131	100	101	1
113	4264141	39	41	0
114	4264141	40	41	2
115	4264141	106	39	2
116	4264141	39	40	1
117	4264146	118	119	2
118	4264146	113	114	1
119	4264146	117	118	1
120	4264146	115	115	0
121	4264146	121	121	0
122	4264146	121	122	1
123	4264146	124	126	2
124	4264146	123	123	0
125	4264146	111	112	2
126	4264146	123	124	1
127	4264146	126	127	2
128	4264146	119	119	0
129	4264146	117	117	0
130	4264146	109	110	1
131	4264146	115	116	1
132	4264146	112	113	1
133	4264146	125	126	2
134	4264146	122	123	2
135	4264146	112	112	0
136	4264146	116	117	2
137	4264146	119	120	1
138	4264146	113	125	0
139	4264146	120	121	2
140	4264146	110	125	0
141	4264146	114	115	2
142	4264146	108	109	2
143	4264146	110	111	1
144	4264146	109	127	0
145	4271056	132	133	2
146	4271056	129	133	2
147	4271056	131	133	2
148	4271056	128	130	0
149	4271056	130	132	0
150	4271056	130	131	1
151	4271056	128	129	1
152	4264166	88	90	0
153	4264166	94	95	2
154	4264166	92	93	1
155	4264166	93	95	2
156	4264166	88	89	1
157	4264166	135	88	2
158	4264166	90	92	0
159	4264166	92	94	0
160	4264166	90	91	1
161	4264166	89	95	2
162	4264166	91	95	2
163	4272368	145	148	0
164	4272368	138	157	0
165	4272368	146	148	0
166	4272368	153	154	2
167	4272368	156	157	2
168	4272368	139	140	1
169	4272368	150	149	0
170	4272368	154	155	2
171	4272368	143	149	0
172	4272368	151	153	0
173	4272368	151	152	1
174	4272368	144	145	1
175	4272368	136	137	1
176	4272368	148	149	2
177	4272368	152	154	2
178	4272368	147	150	0
179	4272368	139	141	0
180	4272368	155	156	1
181	4272368	138	139	1
182	4272368	136	138	0
183	4272368	143	144	1
184	4272368	145	146	1
185	4272368	155	155	0
186	4272368	150	151	1
187	4272368	141	143	0
188	4272368	141	142	1
189	4272368	144	149	0
190	4272368	147	148	1
191	4272368	146	147	1
192	4264186	158	159	2
193	4264191	4	5	2
194	4264191	1	2	1
195	4264191	3	4	2
196	4264191	2	5	2
197	4264191	1	3	0
198	4264191	160	1	2
199	4267264	182	183	2
200	4267264	165	167	2
201	4267264	170	171	2
202	4267264	175	176	1
203	4267264	172	173	1
204	4267264	167	168	1
205	4267264	179	180	2
206	4267264	167	170	0
207	4267264	184	185	1
208	4267264	174	175	1
209	4267264	163	164	1
210	4267264	180	182	0
211	4267264	172	185	0
212	4267264	174	185	0
213	4267264	183	184	2
214	4267264	178	180	0
215	4267264	173	175	0
216	4267264	173	174	1
217	4267264	161	163	0
218	4267264	162	163	2
219	4267264	178	179	1
220	4267264	181	182	1
221	4267264	166	167	2
222	4267264	168	169	1
223	4267264	168	186	0
224	4267264	164	166	0
225	4267264	177	179	0
226	4267264	164	165	1
227	4267264	176	184	2
228	4267264	184	186	0
229	4267264	161	162	1
230	4267264	180	181	1
231	4267264	175	177	0
232	4267264	169	171	2
233	4267264	171	173	0
234	4267264	181	183	0
235	4267264	163	166	0
236	4267264	177	178	1
237	4267264	185	186	2
238	4267264	171	172	1
239	4264196	188	107	2
240	4264211	189	190	2
241	4264211	190	192	0
242	4264211	192	193	2
243	4264211	190	191	1
244	4264211	191	193	2
245	4264221	85	86	2
246	4264221	83	84	1
247	4264221	78	85	0
248	4264221	78	79	1
249	4264221	79	85	0
250	4264221	80	81	1
251	4264221	81	82	1
252	4264221	194	78	2
253	4264221	83	85	0
254	4264221	84	86	2
255	4264221	79	80	1
256	4264221	82	84	0
257	4264221	81	84	0
258	4264221	80	84	0
259	4264221	82	83	1
260	4272928	19	20	1
261	4272928	21	18	2
262	4272928	19	21	0
263	4272928	22	23	1
264	4272928	23	24	2
265	4272928	18	22	2
266	4272928	22	24	0
267	4269872	190	192	0
268	4269872	192	193	2
269	4269872	190	191	1
270	4269872	191	193	2
271	4264226	195	59	2
272	4264236	196	187	2
273	4264246	198	199	2
274	4270912	97	99	2
275	4270912	99	104	0
276	4270912	101	102	1
277	4270912	102	105	2
278	4270912	104	105	2
279	4270912	99	100	1
280	4270912	98	99	2
281	4270912	103	98	2
282	4270912	100	103	0
283	4270912	101	103	0
284	4270912	100	101	1
285	4266720	206	209	0
286	4266720	214	216	2
287	4266720	208	215	2
288	4266720	206	207	1
289	4266720	204	205	1
290	4266720	203	216	2
291	4266720	204	206	0
292	4266720	209	210	1
293	4266720	215	216	2
294	4266720	212	214	0
295	4266720	202	203	1
296	4266720	213	216	2
297	4266720	211	216	2
298	4266720	209	211	0
299	4266720	202	204	0
300	4266720	207	212	0
301	4266720	210	216	2
302	4266720	205	216	2
303	4266720	212	213	1
304	4266720	207	208	1
305	4264161	217	35	2
306	4264266	218	32	2
307	4264266	32	34	0
308	4264266	32	33	1
309	4264271	30	31	1
310	4264271	28	29	1
311	4264271	26	31	0
312	4264271	27	28	2
313	4264271	30	28	0
314	4264271	26	27	1
315	4264271	219	26	2
316	4264271	28	30	0
317	4264271	29	30	2
318	4264276	220	200	2
319	4265824	222	224	0
320	4265824	222	223	1
321	4265824	223	224	2
322	4268176	118	119	2
323	4268176	113	114	1
324	4268176	119	119	0
325	4268176	115	115	0
326	4268176	121	121	0
327	4268176	121	122	1
328	4268176	124	126	2
329	4268176	123	123	0
330	4268176	111	112	2
331	4268176	123	124	1
332	4268176	126	127	2
333	4268176	117	118	1
334	4268176	117	117	0
335	4268176	109	110	1
336	4268176	115	116	1
337	4268176	112	113	1
338	4268176	125	126	2
339	4268176	122	123	2
340	4268176	112	112	0
341	4268176	116	117	2
342	4268176	119	120	1
343	4268176	113	125	0
344	4268176	120	121	2
345	4268176	110	125	0
346	4268176	114	115	2
347	4268176	110	111	1
348	4268176	109	127	0
349	4264291	225	201	2
350	4267984	226	227	2
351	4264296	246	247	1
352	4264296	240	248	0
353	4264296	271	272	2
354	4264296	239	237	0
355	4264296	251	275	0
356	4264296	251	252	1
357	4264296	266	270	0
358	4264296	256	259	0
359	4264296	269	268	0
360	4264296	247	248	1
361	4264296	231	230	0
362	4264296	246	248	0
363	4264296	244	246	2
364	4264296	241	242	1
365	4264296	238	239	1
366	4264296	242	248	0
367	4264296	262	273	0
368	4264296	253	274	0
369	4264296	261	273	0
370	4264296	232	230	0
371	4264296	235	240	0
372	4264296	238	240	0
373	4264296	272	273	2
374	4264296	275	276	2
375	4264296	254	255	1
376	4264296	264	272	0
377	4264296	240	241	1
378	4264296	229	230	1
379	4264296	241	245	0
380	4264296	270	271	1
381	4264296	267	268	2
382	4264296	273	274	2
383	4264296	263	264	1
384	4264296	257	258	1
385	4264296	263	273	0
386	4264296	252	253	1
387	4264296	228	229	2
388	4264296	256	257	1
389	4264296	260	272	2
390	4264296	266	267	1
391	4264296	229	231	0
392	4264296	254	272	0
393	4264296	250	276	0
394	4264296	268	270	0
395	4264296	253	254	1
396	4264296	257	259	0
397	4264296	259	255	0
398	4264296	250	251	1
399	4264296	262	263	1
400	4264296	269	270	1
401	4264296	231	232	1
402	4264296	258	261	0
403	4264296	261	262	1
404	4264296	259	260	1
405	4264296	255	256	1
406	4264296	270	272	0
407	4264296	249	250	1
408	4264296	237	239	0
409	4264296	249	276	0
410	4264296	245	246	2
411	4264296	242	243	1
412	4264296	243	244	1
413	4264296	243	248	0
414	4264296	264	265	1
415	4264296	237	238	1
416	4264296	252	274	0
417	4264296	232	233	1
418	4264296	235	236	1
419	4264296	233	230	0
420	4264296	247	249	0
421	4264296	265	272	0
422	4264296	274	275	2
423	4264296	233	234	1
424	4264296	234	230	0
425	4264296	236	237	2
426	4264296	234	235	1
427	4264296	239	240	1
428	4264296	255	273	0
429	4264296	268	269	1
430	4264296	258	259	1
431	4264296	265	266	1
432	4264301	277	37	2
433	4271472	246	247	1
434	4271472	240	248	0
435	4271472	271	272	2
436	4271472	239	237	0
437	4271472	251	275	0
438	4271472	251	252	1
439	4271472	266	270	0
440	4271472	256	259	0
441	4271472	269	268	0
442	4271472	247	248	1
443	4271472	231	230	0
444	4271472	246	248	0
445	4271472	244	246	2
446	4271472	241	242	1
447	4271472	238	239	1
448	4271472	242	248	0
449	4271472	262	273	0
450	4271472	253	274	0
451	4271472	261	273	0
452	4271472	232	230	0
453	4271472	235	240	0
454	4271472	238	240	0
455	4271472	272	273	2
456	4271472	275	276	2
457	4271472	254	255	1
458	4271472	264	272	0
459	4271472	240	241	1
460	4271472	229	230	1
461	4271472	241	245	0
462	4271472	270	271	1
463	4271472	267	268	2
464	4271472	273	274	2
465	4271472	263	264	1
466	4271472	257	258	1
467	4271472	263	273	0
468	4271472	252	253	1
469	4271472	256	257	1
470	4271472	260	272	2
471	4271472	266	267	1
472	4271472	229	231	0
473	4271472	254	272	0
474	4271472	250	276	0
475	4271472	268	270	0
476	4271472	253	254	1
477	4271472	257	259	0
478	4271472	259	255	0
479	4271472	250	251	1
480	4271472	262	263	1
481	4271472	269	270	1
482	4271472	231	232	1
483	4271472	258	261	0
484	4271472	261	262	1
485	4271472	259	260	1
486	4271472	255	256	1
487	4271472	270	272	0
488	4271472	249	250	1
489	4271472	237	239	0
490	4271472	249	276	0
491	4271472	245	246	2
492	4271472	242	243	1
493	4271472	243	244	1
494	4271472	243	248	0
495	4271472	264	265	1
496	4271472	237	238	1
497	4271472	252	274	0
498	4271472	232	233	1
499	4271472	235	236	1
500	4271472	233	230	0
501	4271472	247	249	0
502	4271472	265	272	0
503	4271472	274	275	2
504	4271472	233	234	1
505	4271472	234	230	0
506	4271472	236	237	2
507	4271472	234	235	1
508	4271472	239	240	1
509	4271472	255	273	0
510	4271472	268	269	1
511	4271472	258	259	1
512	4271472	265	266	1
513	4264311	278	128	2
514	4264311	132	133	2
515	4264311	129	133	2
516	4264311	131	133	2
517	4264311	128	130	0
518	4264311	130	132	0
519	4264311	130	131	1
520	4264311	128	129	1
521	4268928	283	285	0
522	4268928	282	283	2
523	4268928	281	282	1
524	4268928	284	281	2
525	4268928	281	283	0
526	4268928	280	281	2
527	4268928	283	284	1
528	4264321	286	279	2
529	4264326	287	77	2
530	4270480	44	46	0
531	4270480	45	51	2
532	4270480	43	44	1
533	4270480	49	50	2
534	4270480	47	50	2
535	4270480	50	51	2
536	4270480	46	47	1
537	4270480	44	45	1
538	4270480	43	46	0
539	4270480	48	50	0
540	4270480	46	48	0
541	4270480	48	49	1
542	4264346	288	221	2
543	4264351	289	74	2
544	4265968	300	302	2
545	4265968	303	304	2
546	4265968	306	307	2
547	4265968	293	295	2
548	4265968	308	309	2
549	4265968	315	316	2
550	4265968	298	300	0
551	4265968	292	293	1
552	4265968	309	312	0
553	4265968	312	313	1
554	4265968	305	306	1
555	4265968	290	291	2
556	4265968	317	318	2
557	4265968	310	311	1
558	4265968	291	292	1
559	4265968	302	303	1
560	4265968	297	298	1
561	4265968	295	297	0
562	4265968	291	295	0
563	4265968	305	307	0
564	4265968	314	315	1
565	4265968	312	314	0
566	4265968	302	304	0
567	4265968	311	312	2
568	4265968	301	302	2
569	4265968	292	294	0
570	4265968	304	305	1
571	4265968	294	291	2
572	4265968	316	317	2
573	4265968	307	309	0
574	4265968	309	310	1
575	4265968	314	316	0
576	4265968	296	302	2
577	4265968	310	312	0
578	4265968	299	318	2
579	4265968	297	301	0
580	4265968	304	307	0
581	4265968	298	299	1
582	4265968	307	308	1
583	4265968	295	296	1
584	4264361	63	64	1
585	4264361	62	66	0
586	4264361	64	65	2
587	4264361	319	62	2
588	4264361	62	63	1
589	4264361	63	65	0
590	4264371	6	7	1
591	4264371	7	11	0
592	4264371	8	9	1
593	4264371	9	11	0
594	4264371	11	12	2
595	4264371	6	12	0
596	4264371	8	11	0
597	4264371	320	6	2
598	4264371	7	8	1
599	4264371	9	10	1
600	4264386	322	321	2
601	4264396	323	197	2
602	4264401	324	25	2
603	4266976	325	326	2
